record,year,entry,range,plot,column,block,pblock,pop,entry99,dla1,dla2,dla3,logitdla1,logitdla2,logitdla3,dla1p,dla2p,dla3p,rowqlt,dta
10049,3,136,24,34,4,10,19,19,136,18,29,34,-0.658541347,-0.388860351,-0.288065018,0.18,0.29,0.34,5,81
10050,3,13,24,35,4,10,19,19,13,18,27,30,-0.658541347,-0.431959096,-0.367976785,0.18,0.27,0.3,5,88
10051,3,154,24,36,4,10,19,19,154,7,20,29,-1.123384909,-0.602059991,-0.388860351,0.07,0.2,0.29,5,88
10052,3,111,24,37,4,10,19,19,111,2,6,16,-1.69019608,-1.194976603,-0.720159303,0.02,0.06,0.16,5,81
10053,3,125,24,38,4,10,19,19,125,12,25,27,-0.865301426,-0.477121255,-0.431959096,0.12,0.25,0.27,5,85
10054,3,201,24,39,4,10,19,27,27,8,17,28,-1.06069784,-0.688629171,-0.410174465,0.08,0.17,0.28,5,88
10055,3,68,24,40,4,10,19,19,68,11,19,26,-0.907997321,-0.629731418,-0.454258372,0.11,0.19,0.26,5,81
10056,3,130,24,42,5,6,9,9,130,3,8,12,-1.50965048,-1.06069784,-0.865301426,0.03,0.08,0.12,5,93
10057,3,146,24,43,5,6,9,9,146,1,3,8,-1.995635195,-1.50965048,-1.06069784,0.01,0.03,0.08,5,93
10058,3,100,24,45,5,6,9,9,100,1,15,27,-1.995635195,-0.753327667,-0.431959096,0.01,0.15,0.27,5,93
10059,3,159,24,46,5,6,9,9,159,12,20,31,-0.865301426,-0.602059991,-0.347487397,0.12,0.2,0.31,5,91
10060,3,112,24,47,5,6,9,9,112,4,4,8,-1.380211242,-1.380211242,-1.06069784,0.04,0.04,0.08,5,90
10061,3,50,24,48,5,6,9,9,50,8,10,18,-1.06069784,-0.954242509,-0.658541347,0.08,0.1,0.18,5,94
10062,3,133,24,49,5,6,9,9,133,8,10,18,-1.06069784,-0.954242509,-0.658541347,0.08,0.1,0.18,5,93
10063,3,71,24,50,5,6,9,9,71,7,15,24,-1.123384909,-0.753327667,-0.500602351,0.07,0.15,0.24,5,100
10064,3,201,24,51,6,7,9,27,27,6,12,24,-1.194976603,-0.865301426,-0.500602351,0.06,0.12,0.24,5,89
10065,3,63,24,52,6,7,9,9,63,1,5,8,-1.995635195,-1.278753601,-1.06069784,0.01,0.05,0.08,5,95
10066,3,196,24,53,6,7,9,9,196,3,12,24,-1.50965048,-0.865301426,-0.500602351,0.03,0.12,0.24,5,95
10067,3,84,24,54,6,7,9,9,84,3,4,14,-1.50965048,-1.380211242,-0.788370416,0.03,0.04,0.14,5,100
10068,3,202,24,55,6,7,9,27,9,1,2,8,-1.995635195,-1.69019608,-1.06069784,0.01,0.02,0.08,5,109
10069,3,126,24,56,6,7,9,9,126,4,4,9,-1.380211242,-1.380211242,-1.004798883,0.04,0.04,0.09,5,101
10070,3,14,24,57,6,7,9,9,14,8,14,22,-1.06069784,-0.788370416,-0.549671922,0.08,0.14,0.22,5,97
10071,3,22,24,58,6,7,9,9,22,8,16,26,-1.06069784,-0.720159303,-0.454258372,0.08,0.16,0.26,5,99
10072,3,64,24,60,6,7,9,9,64,13,28,34,-0.8255759,-0.410174465,-0.288065018,0.13,0.28,0.34,5,99
10073,3,139,24,62,7,7,9,9,139,5,17,28,-1.278753601,-0.688629171,-0.410174465,0.05,0.17,0.28,5,97
10074,3,197,24,63,7,7,9,9,197,4,10,17,-1.380211242,-0.954242509,-0.688629171,0.04,0.1,0.17,5,96
10075,3,53,24,65,7,7,9,9,53,6,14,19,-1.194976603,-0.788370416,-0.629731418,0.06,0.14,0.19,5,87
10076,3,88,24,67,7,7,9,9,88,12,18,26,-0.865301426,-0.658541347,-0.454258372,0.12,0.18,0.26,5,95
10077,3,86,24,68,7,7,9,9,86,4,6,16,-1.380211242,-1.194976603,-0.720159303,0.04,0.06,0.16,5,91
10078,3,97,24,69,7,7,9,9,97,5,7,14,-1.278753601,-1.123384909,-0.788370416,0.05,0.07,0.14,5,90
10079,3,92,24,70,7,7,9,9,92,4,8,14,-1.380211242,-1.06069784,-0.788370416,0.04,0.08,0.14,5,91
10080,3,147,24,71,8,8,9,9,147,7,12,20,-1.123384909,-0.865301426,-0.602059991,0.07,0.12,0.2,5,88
10081,3,201,24,72,8,8,9,27,27,8,17,28,-1.06069784,-0.688629171,-0.410174465,0.08,0.17,0.28,5,87
10082,3,142,24,73,8,8,9,9,142,3,6,15,-1.50965048,-1.194976603,-0.753327667,0.03,0.06,0.15,5,91
10083,3,202,24,74,8,8,9,27,9,3,7,14,-1.50965048,-1.123384909,-0.788370416,0.03,0.07,0.14,5,103
10084,3,51,24,75,8,8,9,9,51,9,22,31,-1.004798883,-0.549671922,-0.347487397,0.09,0.22,0.31,5,93
10085,3,177,24,76,8,8,9,9,177,4,8,14,-1.380211242,-1.06069784,-0.788370416,0.04,0.08,0.14,5,90
10086,3,193,24,77,8,8,9,9,193,9,16,21,-1.004798883,-0.720159303,-0.575407797,0.09,0.16,0.21,5,91
10087,3,158,24,78,8,8,9,9,158,7,21,29,-1.123384909,-0.575407797,-0.388860351,0.07,0.21,0.29,5,96
10088,3,10,24,79,8,8,9,9,10,3,7,18,-1.50965048,-1.123384909,-0.658541347,0.03,0.07,0.18,5,95
10089,3,125,24,80,8,8,9,9,125,13,28,40,-0.8255759,-0.410174465,-0.176091259,0.13,0.28,0.4,5,91
10090,3,172,24,81,9,9,16,16,172,4,10,18,-1.380211242,-0.954242509,-0.658541347,0.04,0.1,0.18,5,95
10091,3,201,24,82,9,9,16,27,27,9,18,30,-1.004798883,-0.658541347,-0.367976785,0.09,0.18,0.3,5,90
10092,3,16,24,85,9,9,16,16,16,9,17,22,-1.004798883,-0.688629171,-0.549671922,0.09,0.17,0.22,5,86
10093,3,113,24,86,9,9,16,16,113,6,16,26,-1.194976603,-0.720159303,-0.454258372,0.06,0.16,0.26,5,90
10094,3,5,24,87,9,9,16,16,5,3,8,9,-1.50965048,-1.06069784,-1.004798883,0.03,0.08,0.09,5,90
10095,3,160,24,88,9,9,16,16,160,7,14,28,-1.123384909,-0.788370416,-0.410174465,0.07,0.14,0.28,5,87
10096,3,157,24,89,9,10,16,16,157,6,10,16,-1.194976603,-0.954242509,-0.720159303,0.06,0.1,0.16,5,85
10097,3,170,24,90,9,10,16,16,170,4,10,21,-1.380211242,-0.954242509,-0.575407797,0.04,0.1,0.21,5,90
10098,3,202,24,91,10,10,16,27,16,1,5,8,-1.995635195,-1.278753601,-1.06069784,0.01,0.05,0.08,5,87
10099,3,126,24,92,10,10,16,16,126,2,8,14,-1.69019608,-1.06069784,-0.788370416,0.02,0.08,0.14,5,78
10100,3,139,24,93,10,10,16,16,139,10,24,34,-0.954242509,-0.500602351,-0.288065018,0.1,0.24,0.34,5,86
10101,3,181,24,94,10,10,16,16,181,8,16,22,-1.06069784,-0.720159303,-0.549671922,0.08,0.16,0.22,5,84
10102,3,197,24,95,10,10,16,16,197,5,12,18,-1.278753601,-0.865301426,-0.658541347,0.05,0.12,0.18,5,83
10103,3,112,24,96,10,10,16,16,112,3,12,20,-1.50965048,-0.865301426,-0.602059991,0.03,0.12,0.2,5,84
10104,3,36,24,97,10,10,16,16,36,2,2,8,-1.69019608,-1.69019608,-1.06069784,0.02,0.02,0.08,5,91
10105,3,42,24,99,10,10,16,16,42,4,14,20,-1.380211242,-0.788370416,-0.602059991,0.04,0.14,0.2,5,90
10106,3,20,24,100,10,10,16,16,20,5,16,24,-1.278753601,-0.720159303,-0.500602351,0.05,0.16,0.24,5,90
10107,3,60,24,101,11,10,16,16,60,2,7,17,-1.69019608,-1.123384909,-0.688629171,0.02,0.07,0.17,5,84
10108,3,44,24,102,11,10,16,16,44,3,10,18,-1.50965048,-0.954242509,-0.658541347,0.03,0.1,0.18,5,85
10109,3,18,24,103,11,10,16,16,18,18,28,36,-0.658541347,-0.410174465,-0.249877473,0.18,0.28,0.36,5,87
10110,3,145,24,104,11,10,16,16,145,5,7,18,-1.278753601,-1.123384909,-0.658541347,0.05,0.07,0.18,5,91
10111,3,130,24,105,11,10,16,16,130,4,10,20,-1.380211242,-0.954242509,-0.602059991,0.04,0.1,0.2,5,91
10112,3,162,24,106,11,10,16,16,162,6,20,28,-1.194976603,-0.602059991,-0.410174465,0.06,0.2,0.28,5,93
10113,3,17,24,107,11,10,16,16,17,3,16,20,-1.50965048,-0.720159303,-0.602059991,0.03,0.16,0.2,5,87
10114,3,182,24,108,11,10,16,16,182,1,4,9,-1.995635195,-1.380211242,-1.004798883,0.01,0.04,0.09,5,94
10115,3,201,24,109,11,10,16,27,27,8,20,32,-1.06069784,-0.602059991,-0.327358934,0.08,0.2,0.32,5,84
10116,3,0,24,110,11,11,16,16,0,18,34,60,-0.658541347,-0.288065018,0.176091259,0.18,0.34,0.6,5,84
10117,3,34,24,111,12,1,20,20,34,6,19,30,-1.194976603,-0.629731418,-0.367976785,0.06,0.19,0.3,5,89
10118,3,176,24,112,12,1,20,20,176,11,23,30,-0.907997321,-0.524762889,-0.367976785,0.11,0.23,0.3,5,90
10119,3,131,24,113,12,1,20,20,131,16,30,42,-0.720159303,-0.367976785,-0.140178703,0.16,0.3,0.42,5,90
10120,3,103,24,115,12,1,20,20,103,10,28,36,-0.954242509,-0.410174465,-0.249877473,0.1,0.28,0.36,5,89
10121,3,191,24,116,12,1,20,20,191,5,18,26,-1.278753601,-0.658541347,-0.454258372,0.05,0.18,0.26,5,90
10122,3,201,24,121,13,1,20,27,27,12,25,32,-0.865301426,-0.477121255,-0.327358934,0.12,0.25,0.32,5,85
10123,3,202,24,122,13,1,20,27,20,9,14,20,-1.004798883,-0.788370416,-0.602059991,0.09,0.14,0.2,5,95
10124,3,59,24,123,13,1,20,20,59,3,6,8,-1.50965048,-1.194976603,-1.06069784,0.03,0.06,0.08,5,85
10125,3,18,24,124,13,1,20,20,18,9,22,26,-1.004798883,-0.549671922,-0.454258372,0.09,0.22,0.26,5,90
10126,3,122,24,125,13,1,20,20,122,9,24,30,-1.004798883,-0.500602351,-0.367976785,0.09,0.24,0.3,5,83
10127,3,37,24,126,13,1,20,20,37,22,35,56,-0.549671922,-0.268845312,0.104735351,0.22,0.35,0.56,5,88
10128,3,192,24,128,13,1,20,20,192,7,16,20,-1.123384909,-0.720159303,-0.602059991,0.07,0.16,0.2,5,89
10129,3,81,24,129,13,1,20,20,81,17,32,46,-0.688629171,-0.327358934,-0.069635928,0.17,0.32,0.46,5,87
10130,3,88,24,130,13,1,20,20,88,16,30,56,-0.720159303,-0.367976785,0.104735351,0.16,0.3,0.56,5,90
10131,3,170,24,132,14,1,20,20,170,22,38,56,-0.549671922,-0.212608093,0.104735351,0.22,0.38,0.56,5,89
10132,3,201,24,133,14,2,20,27,27,12,21,30,-0.865301426,-0.575407797,-0.367976785,0.12,0.21,0.3,5,84
10133,3,189,24,135,14,2,20,20,189,14,42,60,-0.788370416,-0.140178703,0.176091259,0.14,0.42,0.6,5,90
10134,3,12,24,137,14,2,20,20,12,7,20,28,-1.123384909,-0.602059991,-0.410174465,0.07,0.2,0.28,5,85
10135,3,142,24,138,14,2,20,20,142,22,44,52,-0.549671922,-0.104735351,0.034762106,0.22,0.44,0.52,5,92
10136,3,38,24,139,14,2,20,20,38,23,34,60,-0.524762889,-0.288065018,0.176091259,0.23,0.34,0.6,5,90
10137,3,147,24,140,14,2,20,20,147,13,28,47,-0.8255759,-0.410174465,-0.052178012,0.13,0.28,0.47,5,94
10138,3,201,25,2,1,2,19,27,27,8,17,24,-1.06069784,-0.688629171,-0.500602351,0.08,0.17,0.24,5,91
10139,3,122,25,3,1,2,19,19,122,4,6,17,-1.380211242,-1.194976603,-0.688629171,0.04,0.06,0.17,5,90
10140,3,193,25,5,1,2,19,19,193,14,21,26,-0.788370416,-0.575407797,-0.454258372,0.14,0.21,0.26,5,83
10141,3,202,25,6,1,2,19,27,19,8,17,26,-1.06069784,-0.688629171,-0.454258372,0.08,0.17,0.26,5,83
10142,3,55,25,9,1,2,19,19,55,12,25,36,-0.865301426,-0.477121255,-0.249877473,0.12,0.25,0.36,5,84
10143,3,140,25,10,1,3,19,19,140,16,32,70,-0.720159303,-0.327358934,0.367976785,0.16,0.32,0.7,5,88
10144,3,2,25,11,2,3,19,19,2,10,20,26,-0.954242509,-0.602059991,-0.454258372,0.1,0.2,0.26,5,85
10145,3,31,25,12,2,3,19,19,31,8,24,34,-1.06069784,-0.500602351,-0.288065018,0.08,0.24,0.34,5,80
10146,3,110,25,13,2,3,19,19,110,26,48,70,-0.454258372,-0.034762106,0.367976785,0.26,0.48,0.7,5,81
10147,3,166,25,14,2,3,19,19,166,19,24,38,-0.629731418,-0.500602351,-0.212608093,0.19,0.24,0.38,5,82
10148,3,196,25,15,2,3,19,19,196,13,29,44,-0.8255759,-0.388860351,-0.104735351,0.13,0.29,0.44,5,83
10149,3,200,25,16,2,3,19,19,200,9,13,18,-1.004798883,-0.8255759,-0.658541347,0.09,0.13,0.18,5,88
10150,3,53,25,17,2,3,19,19,53,12,21,26,-0.865301426,-0.575407797,-0.454258372,0.12,0.21,0.26,5,82
10151,3,71,25,18,2,3,19,19,71,18,34,32,-0.658541347,-0.288065018,-0.327358934,0.18,0.34,0.32,5,81
10152,3,138,25,19,2,3,19,19,138,6,17,22,-1.194976603,-0.688629171,-0.549671922,0.06,0.17,0.22,5,80
10153,3,147,25,20,2,3,19,19,147,14,22,22,-0.788370416,-0.549671922,-0.549671922,0.14,0.22,0.22,5,83
10154,3,201,25,21,3,3,19,27,27,7,21,32,-1.123384909,-0.575407797,-0.327358934,0.07,0.21,0.32,5,88
10155,3,202,25,22,3,3,19,27,19,6,18,28,-1.194976603,-0.658541347,-0.410174465,0.06,0.18,0.28,5,82
10156,3,127,25,23,3,3,19,19,127,7,20,30,-1.123384909,-0.602059991,-0.367976785,0.07,0.2,0.3,5,86
10157,3,109,25,24,3,3,19,19,109,24,50,70,-0.500602351,0,0.367976785,0.24,0.5,0.7,5,85
10158,3,34,25,25,3,3,19,19,34,25,44,50,-0.477121255,-0.104735351,0,0.25,0.44,0.5,5,88
10159,3,49,25,26,3,3,19,19,49,12,28,30,-0.865301426,-0.410174465,-0.367976785,0.12,0.28,0.3,5,85
10160,3,175,25,27,3,3,19,19,175,6,13,16,-1.194976603,-0.8255759,-0.720159303,0.06,0.13,0.16,5,86
10161,3,125,25,28,3,3,19,19,125,14,23,36,-0.788370416,-0.524762889,-0.249877473,0.14,0.23,0.36,5,85
10162,3,78,25,29,3,4,19,19,78,8,17,29,-1.06069784,-0.688629171,-0.388860351,0.08,0.17,0.29,5,84
10163,3,189,25,30,3,4,19,19,189,6,21,32,-1.194976603,-0.575407797,-0.327358934,0.06,0.21,0.32,5,87
10164,3,4,25,31,4,4,19,19,4,10,19,18,-0.954242509,-0.629731418,-0.658541347,0.1,0.19,0.18,5,79
10165,3,48,25,32,4,4,19,19,48,32,60,82,-0.327358934,0.176091259,0.658541347,0.32,0.6,0.82,5,78
10166,3,173,25,33,4,4,19,19,173,7,16,24,-1.123384909,-0.720159303,-0.500602351,0.07,0.16,0.24,5,81
10167,3,191,25,34,4,4,19,19,191,6,27,44,-1.194976603,-0.431959096,-0.104735351,0.06,0.27,0.44,5,88
10168,3,202,25,35,4,4,19,27,19,8,18,24,-1.06069784,-0.658541347,-0.500602351,0.08,0.18,0.24,5,81
10169,3,7,25,36,4,4,19,19,7,14,23,28,-0.788370416,-0.524762889,-0.410174465,0.14,0.23,0.28,5,85
10170,3,176,25,37,4,4,19,19,176,16,23,30,-0.720159303,-0.524762889,-0.367976785,0.16,0.23,0.3,5,86
10171,3,20,25,38,4,4,19,19,20,10,20,28,-0.954242509,-0.602059991,-0.410174465,0.1,0.2,0.28,5,83
10172,3,98,25,39,4,4,19,19,98,40,64,84,-0.176091259,0.249877473,0.720159303,0.4,0.64,0.84,5,84
10173,3,201,25,40,4,4,19,27,27,8,19,31,-1.06069784,-0.629731418,-0.347487397,0.08,0.19,0.31,5,90
10174,3,124,25,41,5,6,9,9,124,7,19,28,-1.123384909,-0.629731418,-0.410174465,0.07,0.19,0.28,5,90
10175,3,113,25,42,5,6,9,9,113,3,10,26,-1.50965048,-0.954242509,-0.454258372,0.03,0.1,0.26,5,92
10176,3,90,25,43,5,6,9,9,90,7,18,36,-1.123384909,-0.658541347,-0.249877473,0.07,0.18,0.36,5,94
10177,3,37,25,44,5,6,9,9,37,4,19,33,-1.380211242,-0.629731418,-0.307560863,0.04,0.19,0.33,5,88
10178,3,151,25,45,5,6,9,9,151,8,22,34,-1.06069784,-0.549671922,-0.288065018,0.08,0.22,0.34,5,91
10179,3,202,25,46,5,6,9,27,9,1,2,9,-1.995635195,-1.69019608,-1.004798883,0.01,0.02,0.09,5,101
10180,3,201,25,47,5,6,9,27,27,4,17,25,-1.380211242,-0.688629171,-0.477121255,0.04,0.17,0.25,5,86
10181,3,128,25,48,5,6,9,9,128,9,15,20,-1.004798883,-0.753327667,-0.602059991,0.09,0.15,0.2,5,90
10182,3,33,25,49,5,6,9,9,33,5,13,26,-1.278753601,-0.8255759,-0.454258372,0.05,0.13,0.26,5,93
10183,3,122,25,50,5,6,9,9,122,2,6,15,-1.69019608,-1.194976603,-0.753327667,0.02,0.06,0.15,5,93
10184,3,74,25,52,6,5,9,9,74,4,8,22,-1.380211242,-1.06069784,-0.549671922,0.04,0.08,0.22,5,91
10185,3,117,25,53,6,5,9,9,117,3,6,19,-1.50965048,-1.194976603,-0.629731418,0.03,0.06,0.19,5,96
10186,3,119,25,54,6,5,9,9,119,5,10,18,-1.278753601,-0.954242509,-0.658541347,0.05,0.1,0.18,5,97
10187,3,66,25,55,6,5,9,9,66,6,8,16,-1.194976603,-1.06069784,-0.720159303,0.06,0.08,0.16,5,98
10188,3,17,25,56,6,5,9,9,17,2,4,16,-1.69019608,-1.380211242,-0.720159303,0.02,0.04,0.16,5,100
10189,3,174,25,57,6,5,9,9,174,1,2,14,-1.995635195,-1.69019608,-0.788370416,0.01,0.02,0.14,5,104
10190,3,75,25,58,6,5,9,9,75,2,6,18,-1.69019608,-1.194976603,-0.658541347,0.02,0.06,0.18,5,99
10191,3,5,25,59,6,5,9,9,5,3,4,16,-1.50965048,-1.380211242,-0.720159303,0.03,0.04,0.16,5,97
10192,3,201,25,60,6,5,9,27,27,1,10,26,-1.995635195,-0.954242509,-0.454258372,0.01,0.1,0.26,5,91
10193,3,164,25,61,7,5,9,9,164,2,1,8,-1.69019608,-1.995635195,-1.06069784,0.02,0.01,0.08,5,94
10194,3,202,25,62,7,5,9,27,9,2,2,9,-1.69019608,-1.69019608,-1.004798883,0.02,0.02,0.09,5,104
10195,3,194,25,63,7,5,9,9,194,4,4,11,-1.380211242,-1.380211242,-0.907997321,0.04,0.04,0.11,5,94
10196,3,135,25,64,7,5,9,9,135,2,7,16,-1.69019608,-1.123384909,-0.720159303,0.02,0.07,0.16,5,95
10197,3,47,25,65,7,5,9,9,47,10,26,42,-0.954242509,-0.454258372,-0.140178703,0.1,0.26,0.42,5,93
10198,3,181,25,66,7,5,9,9,181,6,8,14,-1.194976603,-1.06069784,-0.788370416,0.06,0.08,0.14,5,93
10199,3,171,25,67,7,5,9,9,171,7,15,18,-1.123384909,-0.753327667,-0.658541347,0.07,0.15,0.18,5,86
10200,3,79,25,69,7,5,9,9,79,10,20,34,-0.954242509,-0.602059991,-0.288065018,0.1,0.2,0.34,5,89
10201,3,7,25,70,7,5,9,9,7,8,15,18,-1.06069784,-0.753327667,-0.658541347,0.08,0.15,0.18,5,89
10202,3,8,25,71,8,4,9,9,8,4,12,17,-1.380211242,-0.865301426,-0.688629171,0.04,0.12,0.17,5,90
10203,3,18,25,72,8,4,9,9,18,8,23,40,-1.06069784,-0.524762889,-0.176091259,0.08,0.23,0.4,5,91
10204,3,175,25,81,9,5,20,20,175,6,19,33,-1.194976603,-0.629731418,-0.307560863,0.06,0.19,0.33,5,95
10205,3,83,25,82,9,5,20,20,83,9,32,46,-1.004798883,-0.327358934,-0.069635928,0.09,0.32,0.46,5,91
10206,3,114,25,83,9,4,20,20,114,3,6,12,-1.50965048,-1.194976603,-0.865301426,0.03,0.06,0.12,5,87
10207,3,187,25,84,9,4,20,20,187,1,8,16,-1.995635195,-1.06069784,-0.720159303,0.01,0.08,0.16,5,95
10208,3,196,25,86,9,4,20,20,196,3,15,24,-1.50965048,-0.753327667,-0.500602351,0.03,0.15,0.24,5,90
10209,3,158,25,87,9,4,20,20,158,8,14,30,-1.06069784,-0.788370416,-0.367976785,0.08,0.14,0.3,5,93
10210,3,202,25,88,9,4,20,27,20,6,8,18,-1.194976603,-1.06069784,-0.658541347,0.06,0.08,0.18,5,92
10211,3,86,25,89,9,4,20,20,86,11,26,40,-0.907997321,-0.454258372,-0.176091259,0.11,0.26,0.4,5,84
10212,3,134,25,90,9,4,20,20,134,13,18,30,-0.8255759,-0.658541347,-0.367976785,0.13,0.18,0.3,5,92
10213,3,73,25,91,10,4,20,20,73,9,26,42,-1.004798883,-0.454258372,-0.140178703,0.09,0.26,0.42,5,87
10214,3,57,25,92,10,4,20,20,57,7,23,34,-1.123384909,-0.524762889,-0.288065018,0.07,0.23,0.34,5,88
10215,3,185,25,93,10,4,20,20,185,6,16,26,-1.194976603,-0.720159303,-0.454258372,0.06,0.16,0.26,5,90
10216,3,115,25,94,10,4,20,20,115,4,12,17,-1.380211242,-0.865301426,-0.688629171,0.04,0.12,0.17,5,87
10217,3,40,25,95,10,4,20,20,40,4,13,16,-1.380211242,-0.8255759,-0.720159303,0.04,0.13,0.16,5,84
10218,3,101,25,96,10,4,20,20,101,14,28,38,-0.788370416,-0.410174465,-0.212608093,0.14,0.28,0.38,5,84
10219,3,162,25,97,10,4,20,20,162,2,4,8,-1.69019608,-1.380211242,-1.06069784,0.02,0.04,0.08,5,90
10220,3,100,25,100,10,4,20,20,100,4,16,18,-1.380211242,-0.720159303,-0.658541347,0.04,0.16,0.18,5,95
10221,3,201,25,102,11,4,20,27,27,5,20,34,-1.278753601,-0.602059991,-0.288065018,0.05,0.2,0.34,5,89
10222,3,62,25,103,11,4,20,20,62,3,14,30,-1.50965048,-0.788370416,-0.367976785,0.03,0.14,0.3,5,93
10223,3,89,25,104,11,4,20,20,89,6,8,14,-1.194976603,-1.06069784,-0.788370416,0.06,0.08,0.14,5,92
10224,3,179,25,105,11,3,20,20,179,5,10,17,-1.278753601,-0.954242509,-0.688629171,0.05,0.1,0.17,5,90
10225,3,50,25,106,11,3,20,20,50,6,9,9,-1.194976603,-1.004798883,-1.004798883,0.06,0.09,0.09,5,90
10226,3,99,25,107,11,3,20,20,99,29,47,68,-0.388860351,-0.052178012,0.327358934,0.29,0.47,0.68,5,90
10227,3,138,25,108,11,3,20,20,138,32,50,66,-0.327358934,0,0.288065018,0.32,0.5,0.66,5,90
10228,3,195,25,111,12,3,20,20,195,22,34,60,-0.549671922,-0.288065018,0.176091259,0.22,0.34,0.6,5,94
10229,3,129,25,113,12,3,20,20,129,24,46,64,-0.500602351,-0.069635928,0.249877473,0.24,0.46,0.64,5,87
10230,3,119,25,114,12,3,20,20,119,9,17,28,-1.004798883,-0.688629171,-0.410174465,0.09,0.17,0.28,5,94
10231,3,145,25,115,12,3,20,20,145,24,40,68,-0.500602351,-0.176091259,0.327358934,0.24,0.4,0.68,5,94
10232,3,91,25,116,12,3,20,20,91,8,20,29,-1.06069784,-0.602059991,-0.388860351,0.08,0.2,0.29,5,92
10233,3,201,25,117,12,3,20,27,27,16,28,44,-0.720159303,-0.410174465,-0.104735351,0.16,0.28,0.44,5,85
10234,3,106,25,118,12,3,20,20,106,14,22,36,-0.788370416,-0.549671922,-0.249877473,0.14,0.22,0.36,5,93
10235,3,117,25,119,12,3,20,20,117,19,36,64,-0.629731418,-0.249877473,0.249877473,0.19,0.36,0.64,5,93
10236,3,166,25,120,12,3,20,20,166,32,42,66,-0.327358934,-0.140178703,0.288065018,0.32,0.42,0.66,5,84
10237,3,4,25,121,13,3,20,20,4,20,24,48,-0.602059991,-0.500602351,-0.034762106,0.2,0.24,0.48,5,89
10238,3,153,25,122,13,3,20,20,153,8,24,49,-1.06069784,-0.500602351,-0.017374096,0.08,0.24,0.49,5,90
10239,3,180,25,123,13,3,20,20,180,20,38,60,-0.602059991,-0.212608093,0.176091259,0.2,0.38,0.6,5,85
10240,3,67,25,127,13,2,20,20,67,6,16,20,-1.194976603,-0.720159303,-0.602059991,0.06,0.16,0.2,5,91
10241,3,21,25,128,13,2,20,20,21,34,54,68,-0.288065018,0.069635928,0.327358934,0.34,0.54,0.68,5,90
10242,3,174,25,129,13,2,20,20,174,13,24,26,-0.8255759,-0.500602351,-0.454258372,0.13,0.24,0.26,5,91
10243,3,77,25,135,14,2,20,20,77,8,23,28,-1.06069784,-0.524762889,-0.410174465,0.08,0.23,0.28,5,90
10244,3,5,25,136,14,2,20,20,5,5,14,26,-1.278753601,-0.788370416,-0.454258372,0.05,0.14,0.26,5,90
10245,3,41,25,137,14,2,20,20,41,24,40,52,-0.500602351,-0.176091259,0.034762106,0.24,0.4,0.52,5,90
10246,3,54,25,138,14,2,20,20,54,4,14,16,-1.380211242,-0.788370416,-0.720159303,0.04,0.14,0.16,5,90
10247,3,128,25,139,14,2,20,20,128,12,28,42,-0.865301426,-0.410174465,-0.140178703,0.12,0.28,0.42,5,95
10248,3,146,25,140,14,2,20,20,146,15,26,42,-0.753327667,-0.454258372,-0.140178703,0.15,0.26,0.42,5,92
10249,3,136,26,3,1,6,19,19,136,18,30,38,-0.658541347,-0.367976785,-0.212608093,0.18,0.3,0.38,5,85
10250,3,121,26,4,1,6,19,19,121,4,17,28,-1.380211242,-0.688629171,-0.410174465,0.04,0.17,0.28,5,88
10251,3,154,26,5,1,6,19,19,154,8,18,26,-1.06069784,-0.658541347,-0.454258372,0.08,0.18,0.26,5,85
10252,3,202,26,6,1,6,19,27,19,8,16,27,-1.06069784,-0.720159303,-0.431959096,0.08,0.16,0.27,5,79
10253,3,139,26,7,1,6,19,19,139,20,29,38,-0.602059991,-0.388860351,-0.212608093,0.2,0.29,0.38,5,84
10254,3,16,26,8,1,6,19,19,16,28,42,48,-0.410174465,-0.140178703,-0.034762106,0.28,0.42,0.48,5,80
10255,3,171,26,9,1,6,19,19,171,8,28,36,-1.06069784,-0.410174465,-0.249877473,0.08,0.28,0.36,5,83
10256,3,64,26,10,1,6,19,19,64,20,46,42,-0.602059991,-0.069635928,-0.140178703,0.2,0.46,0.42,5,80
10257,3,179,26,11,2,6,19,19,179,4,20,26,-1.380211242,-0.602059991,-0.454258372,0.04,0.2,0.26,5,78
10258,3,201,26,12,2,6,19,27,27,8,26,27,-1.06069784,-0.454258372,-0.431959096,0.08,0.26,0.27,5,85
10259,3,44,26,13,2,6,19,19,44,18,30,32,-0.658541347,-0.367976785,-0.327358934,0.18,0.3,0.32,5,81
10260,3,19,26,14,2,6,19,19,19,8,18,20,-1.06069784,-0.658541347,-0.602059991,0.08,0.18,0.2,5,81
10261,3,158,26,15,2,5,19,19,158,6,17,24,-1.194976603,-0.688629171,-0.500602351,0.06,0.17,0.24,5,86
10262,3,161,26,16,2,5,19,19,161,8,15,18,-1.06069784,-0.753327667,-0.658541347,0.08,0.15,0.18,5,85
10263,3,150,26,17,2,5,19,19,150,12,28,31,-0.865301426,-0.410174465,-0.347487397,0.12,0.28,0.31,5,88
10264,3,201,26,18,2,5,19,27,27,14,24,32,-0.788370416,-0.500602351,-0.327358934,0.14,0.24,0.32,5,86
10265,3,47,26,19,2,5,19,19,47,8,14,26,-1.06069784,-0.788370416,-0.454258372,0.08,0.14,0.26,5,80
10266,3,12,26,20,2,5,19,19,12,6,20,26,-1.194976603,-0.602059991,-0.454258372,0.06,0.2,0.26,5,78
